ID;Occurrences;Noun;Cxn;Process;Verb;Event_Type;Modification;Sem_NonSubjExperiencer;Sem_SubjStimulus;Verb_Form;Time;Corpus;Text_genre
CORIS_193;"                 , perÃ² , si sentiva meglio ; meno accaldato , ma certamente piÃ¹ arrabbiato . - Che hai , pelatone ? PerchÃ© mi guardi cosÃ¬ ? - - < domandÃ² intimorito > il cavernicolo . L ' animale aveva notato un punto completamente rasato vicino_alla spalla . Ora stava fissando                       ";timore;SV;SV_parasynthetic;intimorire;causative;Non_Modified;Animate;Unknown;NonFinite_Other;1980_2000;Written;Fiction_prose
CORIS_199;                               menzione dell ' incontro , cosa piuttosto curiosa a_fronte_di tante lettere in cui Emily commenta sermoni che l ' < avevano impressionata > . La corrispondenza inizia probabilmente nel 1858 , prosegue nel 1862 ( contemporaneamente alle lettere al Master ) e                 ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Inanimate;Finite;1980_2000;Written;Fiction_prose
CORIS_2;"                             di criminalitÃ  e numero di reati ; fatti anomali , delitti particolarmente efferati , o inconcepibili , o assurdi , < che impressionano > e sconvolgono la comunitÃ  ; il sensazionalismo con cui spesso I mezzi di comunicazione presentano questi fatti ; il                   ";impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Inanimate;Finite;1980_2000;Written;Websites
CORIS_20;"                            ben bene nel fondo della scollatura . Anzi , a un certo punto - ridarellando con il solito inquietante automatismo - < la incoraggia > a togliersi il giacchettino : levare , levare ... Come lo swing , precisa , che Ã¨ tutto un "" levare "" . Per_quanto non                ";coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;Finite;2001_2010;Written;Press
CORIS_200;"                       "" . Titoli interni : "" La morte di Cagliari , un mistero "" ; "" Caso EniMont : chi tocca muore "" ; "" Cagliari poteva anche < far paura > "" ; "" Ma non hanno mai pianto per i signori nessuno "" . In quei giorni il pool molla clamorosamente De Pasquale . Di Pietro           ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;NonFinite_Infinitive;1980_2000;Written;Fiction_prose
CORIS_202;                            notturno , in questo caso immancabile e protratto a ore , per anni . Tutti dicevano che Laura avrebbe parlato presto < , incoraggiati > da un frequente gorgogliare , e aggiungevano ammirazione per la prontezza dei riflessi attestata dall ' immediato                     ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Clausal;NonFinite_Other;1980_2000;Written;Fiction_prose
CORIS_203;                            che mi facevano temere il peggio , a poco a poco il panico diminuÃ¬ sensibilmente . Cominciai una vita nuova , che mi < dava coraggio > . Stavo meglio , stavo cosÃ¬ bene che potevo continuare a sognare e a raccontare i miei sogni , le mie paure , i miei desideri         ;coraggio;LVC;LVC_dare;dare coraggio;causative;Non_Modified;Egophoric;Inanimate;Finite;1980_2000;Written;Fiction_prose
CORIS_204;"                                  ; lÃ¬ rischi veramente di prendere le botte perchÃ© i ' buttafuori ' non pensano 2 volte a massacrare le persone < che infastidiscono > e a lanciarle fuori_dal locale . Se ti trovano qualcosa - droga - addosso , sei rovinato ; dentro c ' Ã¨ molta polizia                 ";fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Zero;Animate;Finite;1980_2000;Written;Fiction_prose
CORIS_206;                             . Negli ultimi mesi la situazione si Ã¨ evoluta : la filastrocca di prima , pur non essendo del tutto scomparsa , mi < dÃ  oggettivamente meno fastidio > , Ã¨ come_se avesse perso di importanza . In realtÃ  so fin troppo bene che questo Ã¨ potuto accadere solo in_virtÃ¹_del                  ;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Inanimate;Finite;1980_2000;Written;Fiction_prose
CORIS_207;"                       cuori e lÃ¬ rimarrÃ  per sempre . Certo che Ã¨ terribile pensare che di noi resterÃ  solo un bel ricordo , Ã¨ un ' idea che mi < fa paura > , mi fa star male ! ! Mi chiedo che sarÃ² io senza questa classe . Per un po ' di tempo forse mi sentirÃ² una "" Alice a metÃ  "" , sarÃ²   ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Inanimate;Finite;1980_2000;Written;Fiction_prose
CORIS_209;                       e viscide , ti sfugge la posizione e cosÃ¬ scivoli , strisciando per cinque , dieci centimetri . PiÃ¹ che dal male la mamma < Ã¨ impressionata > dal sentirsi cosÃ¬ melmosa in pancia . La sensazione deve essere simile ad avere un ' anguilla viva nello stomaco . Oggi le            ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Clausal;Finite;1980_2000;Written;Fiction_prose
CORIS_21;"                             terroristici &quot; . Il secondo , tuttora in corso , con il premier israeliano Ariel Sharon che , ha detto Burns , < &quot; incoraggerÃ² > a proseguire nella sua politica di moderazione &quot; . L ' emissario Usa ha tuttavia riconosciuto che &quot;                         ";coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;Finite;2001_2010;Written;Press
CORIS_210;"                  antropizzati . GARCiA LORCA , FEDERICO , Poesie andaluse , Tea , 1995 Scheda Bongiovanni , C . , L ' Indice 1996 , n . 02 "" Mi < dÃ  alquanto fastidio > il mio mito di gitaneria . Confondono la mia vita e il mio carattere ... I gitani sono un tema . E niente piÃ¹ ... Inoltre il          ";fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Inanimate;Finite;1980_2000;Written;NonFiction_prose
CORIS_211;                         gente leggesse piÃ¹ romanzi si sarebbe fatto un grande passo in avanti verso il disarmo mondiale ? E perchÃ© mai dovrebbe < far paura > la banalitÃ  tecnologica ? La banalitÃ  della tecnologia Ã¨ la nostra principale speranza . EISENSTEIN , ELIZABETH L . , Le              ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;1980_2000;Written;NonFiction_prose
CORIS_212;                        combattimento il rivale non gli mancano . Porta infatti sulla testa palchi di corna pesanti anche piÃ¹ di venti chili che < fanno paura > solo a vedersi . PerÃ² saggiamente il maschio non le usa per ammazzare i suoi simili . Gli servono invece come eloquente               ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;1980_2000;Written;NonFiction_prose
CORIS_214;                            continuavano ad addestrarsi e tentavano di mantenersi in forma con esercizi ginnici mattutini . Il giovane ufficiale < fu impressionato > dalla disciplina e dal ferreo controllo che sui prigionieri veniva esercitata dai loro superiori . I soldati italiani                 ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Inanimate;Finite;1980_2000;Written;NonFiction_prose
CORIS_215;                             ( Â« la - mente - Ã¨ - nel - corpoÂ» ) , che era prevalso dai tempi di Ippocrate fino_al Rinascimento . Quanto sarebbe < stato infastidito > da Cartesio , Aristotele , se l ' avesse conosciuto ! Svariate versioni dell ' errore di Cartesio celano che le radici                ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Animate;Finite;1980_2000;Written;NonFiction_prose
CORIS_216;"                        , non icore , il liquido che anima gli dei beati "" ... Da quel che ho appena detto risulta chiaro che Alessandro non era < nÃ© impressionato > nÃ© accecato dalla sua presunta divinitÃ  , ma che questa credenza costituiva per lui un elemento di dominio . "" Umano , fin            ";impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Inanimate;NonFinite_Other;1980_2000;Written;NonFiction_prose
CORIS_218;                   madre , a sua volta discreta , dolce , iperprotettiva , materna e rassicurante . Il fatto che Marie sia un po ' tonda non gli < dÃ  fastidio > : si crea un equilibrio . I due fanno quattro figli . Per un certo periodo tutto sembra tranquillo . Marie Ã¨ piena di cose da         ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Animate;Clausal;Finite;1980_2000;Written;NonFiction_prose
CORIS_22;"                          ' AutoritÃ  palestinese , Nabil Abu Rudein , ha affermato in tono critico che il veto americano avrÃ  l ' effetto &quot; < di incoraggiare > Israele a proseguire la sua aggressione dei palestinesi &quot; . Oltre_che a Beit Hanun , i carri armati si sono                      ";coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Inanimate;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_220;                          decisiva . E evidente che Ugo di Payns beneficia dell ' appoggio di personaggi influenti . Baldovino II di Gerusalemme < lo incoraggia > a recarsi in Europa e gli finanzia il lungo viaggio . Ugo di Payns Ã¨ amico anche del conte di Champagne , uno dei piÃ¹                 ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;Finite;1980_2000;Written;NonFiction_prose
CORIS_221;                         se stessa , Â« in_nome_della paceÂ» . Rimanere in questo silenzio Ã¨ una forma reattiva di violenza . La violenza maschile < fa paura > , e la paura provoca il silenzio . Il silenzio femminile dÃ  alle donne la speranza di sopravvivere . La prima simula una              ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;1980_2000;Written;NonFiction_prose
CORIS_224;                                    adottare misure in tal senso . La maggior parte degli Stati membri stanno prendendo in considerazione misure < per incoraggiare > i cittadini ad utilizzare per tempo tutte le monete nazionali di piccolo taglio accumulate . Vi Ã¨ la necessitÃ  di un '                ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;1980_2000;Written;NonFiction_prose
CORIS_230;"                 . Nipote di Carlo , ha deciso d ' iscriversi ai Ds . CHI SCENDE Don Milani . Malgrado il suo "" I care "" , il priore di Barbiana < non emoziona > piÃ¹ . Papa Wojtyla . Meglio Giovanni XXIII . Clemente Mastella . Al popolo di sinistra il suo trasformismo non va piÃ¹ giÃ¹ .           ";emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Zero;Animate;Finite;1980_2000;Written;Press
CORIS_231;"                    tranquilla , perchÃ© fin_da bambina la morte non mi ha mai spaventata "" , dice Sabrina . Ma sono i vivi certo piÃ¹ dei morti a < far paura > in un posto come Gela , dove c ' Ã¨ stato un momento in cui si ammazzavano dieci persone al mese in un territorio con meno di          ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;Finite;1980_2000;Written;Press
CORIS_232;"                            . Conosco una donna che per questo ha lasciato : aveva una bambina . Poi so di ragazzi che hanno lasciato perchÃ© gli < dava fastidio > essere comandati "" . Ãˆ una strana classe operaia , quella di Melfi . Un caso da studiare . La rivista Finesecolo ha                   ";fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Animate;Clausal;Finite;1980_2000;Written;Press
CORIS_238;                    il fucile in una mano e l ' arcobaleno nell ' altra . Non sappia la tua destra cosa fa la tua sinistra . E quello che piÃ¹ mi < fa paura > Ã¨ l ' abitudine che ci faremo e la cosa piÃ¹ disarmante Ã¨ che ci convinceranno che < < la questione Ã¨ troppo complicata per            ;paura;LVC;LVC_fare;fare paura;causative;Modified;Egophoric;Inanimate;Finite;1980_2000;Written;Press
CORIS_239;                          eccitazione , niente erezione furtiva , niente salivazione alla vista di quelle tette abbronzate . Non sono riuscito a < farmi emozionare > da quelle immagini teutonicche , dalle pance piatte e dalle chiappe coperte solo dal filo del tanga . Perfino la sezione              ;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Inanimate;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_24;                     strane : Facciamo un patto di sangue , tagliamoci i polsi e mischiamo il sangue , ma anche picchia quel ragazzo per me : mi < dÃ  troppo fastidio > . Questa volta Ã¨ diverso . Omar : Alla domanda se avrei ammazzato i suoi ho pensato che fosse pazza , oppure che stesse               ;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Animate;Finite;2001_2010;Written;Press
CORIS_240;"                      serpenti e li ha ricreati con mezzi elettronici e computer . "" E stata creata una "" creatura "" orrenda . ha detto Stoltz . < faceva davvero paura > girare una scena con il serpente e si stentava a pensare che non fosse capace di ucciderti "" . A Cineporto Ã¨ ancora aperta ,          ";paura;LVC;LVC_fare;fare paura;causative;Modified;Zero;Clausal;Finite;1980_2000;Written;Press
CORIS_242; pubblici - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - In un colpo solo lo hanno colto in flagrante due volte . Primo : < perchÃ© infastidiva > le bambine avvicinandole nei giardini di San Basilio e di altri quartieri . Secondo : perchÃ© , non avendo mai sostenuto               ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Animate;Finite;1980_2000;Written;Press
CORIS_244;"                                   e privatizzazione - ha dichiarato - e poi si fa entrare sul mercato un ' azienda monopolistica . Ma a noi non < fa paura > "" . 04 06 1997 Marro Enrico - PREVIDENZA Il governo prepara la stretta sulla riforma Dini , ma promette piÃ¹ Stato sociale .           ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Clausal;Finite;1980_2000;Written;Press
CORIS_246;"                          impazzite . E intorno il fuoco . "" In quel momento perÃ² - ammette il caposquadra Angelo Venuti - non erano le fiamme a < farci paura > . Temevamo i crolli . Cadevano blocchi di pietra da 40 - 50 chili . In una struttura antica come la cupola del Guarini ,              ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Inanimate;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_247;"                             Lancia K , onorevole Gianduia ( onorevole Balanzone , onorevole Meneghino ) e barcolla , di_fronte_agli immigrati . < Fanno paura > , evidentemente , i ragazzi che assomigliano ai nostri nonni . 28 03 1997 Verderami Francesco - L ' INTERVISTA "" Il                   ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;Finite;1980_2000;Written;Press
